PokemonId,PokedexNumber,PokemonName,Classification,PokemonHeight,PokemonWeight,PrimaryType,PrimaryAbility,PrimaryAbilityDescription,MaleRatio,FemaleRatio,BaseHappiness,GameofOrigin,RegionofOrigin,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,ExperienceYield,PrimaryEggGroup,EggCycleCount
1344,85,Dodrio,Triple Bird Pokemon,1.8,85.2,Normal,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Red,Kanto,60,110,70,60,60,110,470,0,2,0,0,0,0,2,45,Medium Fast,1000000,165,Flying,20
1345,86,Seel,Sea Lion Pokemon,1.1,90.0,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Red,Kanto,65,45,55,45,70,45,325,0,0,0,0,1,0,1,190,Medium Fast,1000000,65,Water 1,20
1346,87,Dewgong,Sea Lion Pokemon,1.7,120.0,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Red,Kanto,90,70,80,70,95,70,475,0,0,0,0,2,0,2,75,Medium Fast,1000000,166,Water 1,20
1347,88,Grimer,Sludge Pokemon,0.9,30.0,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Red,Kanto,80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,65,Amorphous,20
1348,89,Muk,Sludge Pokemon,1.2,30.0,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Red,Kanto,105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,Medium Fast,1000000,175,Amorphous,20
1349,90,Shellder,Bivalve Pokemon,0.3,4.0,Water,Shell Armor,A hard shell protects the Pokémon from critical hits.,50.0,50.0,70,Red,Kanto,30,65,100,45,25,40,305,0,0,1,0,0,0,1,190,Slow,1250000,61,Water 3,20
1350,91,Cloyster,Bivalve Pokemon,1.5,132.5,Water,Shell Armor,A hard shell protects the Pokémon from critical hits.,50.0,50.0,70,Red,Kanto,50,95,180,85,45,70,525,0,0,2,0,0,0,2,60,Slow,1250000,184,Water 3,20
1351,92,Gastly,Gas Pokemon,1.3,0.1,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Red,Kanto,30,35,30,100,35,80,310,0,0,0,1,0,0,1,190,Medium Slow,1059860,62,Amorphous,20
1352,93,Haunter,Gas Pokemon,1.6,0.1,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Red,Kanto,45,50,45,115,55,95,405,0,0,0,2,0,0,2,90,Medium Slow,1059860,142,Amorphous,20
1353,94,Gengar,Shadow Pokemon,1.5,40.5,Ghost,Cursed Body,May disable a move used on the Pokémon.,50.0,50.0,70,Red,Kanto,60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,Medium Slow,1059860,225,Amorphous,20
1354,95,Onix,Rock Snake Pokemon,8.8,210.0,Rock,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,70,Red,Kanto,35,45,160,30,45,70,385,0,0,1,0,0,0,1,45,Medium Fast,1000000,77,Mineral,25
1355,96,Drowzee,Hypnosis Pokemon,1.0,32.4,Psychic,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,70,Red,Kanto,60,48,45,43,90,42,328,0,0,0,0,1,0,1,190,Medium Fast,1000000,66,Human-Like,20
1356,97,Hypno,Hypnosis Pokemon,1.6,75.6,Psychic,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,70,Red,Kanto,85,73,70,73,115,67,483,0,0,0,0,2,0,2,75,Medium Fast,1000000,169,Human-Like,20
1357,98,Krabby,River Crab Pokemon,0.4,6.5,Water,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Red,Kanto,30,105,90,25,25,50,325,0,1,0,0,0,0,1,225,Medium Fast,1000000,65,Water 3,20
1358,99,Kingler,Pincer Pokemon,1.3,60.0,Water,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Red,Kanto,55,130,115,50,50,75,475,0,2,0,0,0,0,2,60,Medium Fast,1000000,166,Water 3,20
1359,103,Exeggutor,Coconut Pokemon,10.9,415.6,Grass,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",50.0,50.0,70,Sun,Alola,95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,Slow,1250000,186,Grass,20
1360,65,Alakazam,Psi Pokemon,1.2,48.0,Psychic,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",75.0,25.0,70,X,Kalos,55,50,65,175,105,150,600,0,0,0,3,0,0,3,50,Medium Slow,1059860,270,Human-Like,20
1361,74,Geodude,Rock Pokemon,0.4,20.3,Rock,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,50.0,50.0,70,Sun,Alola,40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,Medium Slow,1059860,60,Mineral,15
1362,75,Graveler,Rock Pokemon,1.0,110.0,Rock,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,50.0,50.0,70,Sun,Alola,55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,Medium Slow,1059860,137,Mineral,15
1363,76,Golem,Megaton Pokemon,1.7,316.0,Rock,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,50.0,50.0,70,Sun,Alola,80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,223,Mineral,15
1364,77,Ponyta,Unique Horn Pokemon,0.8,24.0,Psychic,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Sword,Galar,50,85,55,65,65,90,410,0,0,0,0,0,1,1,190,Medium Fast,1000000,82,Field,20
1365,78,Rapidash,Unique Horn Pokemon,1.7,80.0,Psychic,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Sword,Galar,65,100,70,80,80,105,500,0,0,0,0,0,2,2,60,Medium Fast,1000000,175,Field,20
1366,79,Slowpoke,Dopey Pokemon,1.2,36.0,Psychic,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",50.0,50.0,70,Sword,Galar,90,65,65,40,40,15,315,1,0,0,0,0,0,1,190,Medium Fast,1000000,63,Monster,20
1367,80,Slowbro,Hermit Crab Pokemon,2.0,120.0,Water,Shell Armor,A hard shell protects the Pokémon from critical hits.,50.0,50.0,70,Omega Ruby,Kalos,95,75,180,130,80,30,590,0,0,2,0,0,0,2,75,Medium Fast,1000000,207,Monster,20
1368,80,Slowbro,Hermit Crab Pokemon,1.6,70.5,Poison,Quick Draw,Enables the Pokémon to move first occasionally.,50.0,50.0,70,Sword,Galar,95,100,95,100,70,30,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,172,Monster,20
1369,83,Farfetchd,Wild Bull Pokemon,0.8,42.0,Fighting,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,50.0,50.0,70,Sword,Galar,52,95,55,58,62,55,377,0,1,0,0,0,0,1,45,Medium Fast,1000000,132,Flying,20
1370,681,Aegislash,Royal Sword Pokemon,1.7,53.0,Steel,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,50.0,50.0,70,X,Kalos,60,140,50,140,50,60,500,0,2,0,1,0,0,3,45,Medium Fast,1000000,234,Mineral,20
1371,94,Gengar,Shadow Pokemon,1.4,40.5,Ghost,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,50.0,50.0,70,X,Kalos,60,65,80,170,95,130,600,0,0,0,3,0,0,3,45,Medium Slow,1059860,270,Amorphous,20
1372,88,Grimer,Sludge Pokemon,0.7,42.0,Poison,Poison Touch,May poison a target when the Pokémon makes contact.,50.0,50.0,70,Sun,Alola,80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,65,Amorphous,20
1373,89,Muk,Sludge Pokemon,1.0,52.0,Poison,Poison Touch,May poison a target when the Pokémon makes contact.,50.0,50.0,70,Sun,Alola,105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,Medium Fast,1000000,175,Amorphous,20
1374,105,Marowak,Bone Keeper Pokemon,1.0,34.0,Ghost,Cursed Body,May disable a move used on the Pokémon.,50.0,50.0,70,Sun,Alola,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,149,Monster,20
1375,110,Weezing,Poison Gas Pokemon,3.0,16.0,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Sword,Galar,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,172,Amorphous,20
1376,866,MrRime,Comedian Pokemon,1.5,58.2,Ice,Tangled Feet,Raises evasiveness if the Pokémon is confused.,50.0,50.0,50,Sword,Galar,80,85,75,110,100,70,520,0,0,0,3,0,0,3,45,Medium Fast,1000000,182,Human-Like,25
1377,122,MrMime,Dancing Pokemon,1.4,56.0,Ice,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",50.0,50.0,70,Sword,Galar,50,65,65,90,90,100,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,0,Human-Like,25
1378,870,Falinks,Formation Pokemon,3.0,62.0,Fighting,Battle Armor,Hard armor protects the Pokémon from critical hits.,0.0,0.0,50,Sword,Galar,60,100,100,70,60,75,465,0,2,0,0,1,0,3,45,Medium Fast,1000000,165,Fairy,25
1379,115,Kangaskhan,Parent Pokemon,2.2,100.0,Normal,Parental Bond,Parent and child each attacks.,0.0,100.0,70,X,Kalos,105,125,100,60,100,100,590,2,0,0,0,0,0,2,45,Medium Fast,1000000,207,Monster,20
1380,127,Pinsir,Stag Beetle Pokemon,1.7,59.0,Bug,Aerilate,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.,50.0,50.0,70,X,Kalos,65,155,120,65,90,105,600,0,2,0,0,0,0,2,45,Slow,1250000,210,Bug,25
1381,130,Gyarados,Atrocious Pokemon,6.5,305.0,Water,Mold Breaker,Moves can be used on the target regardless of its Abilities.,50.0,50.0,70,X,Kalos,95,155,109,70,130,81,640,0,2,0,0,0,0,2,45,Slow,1250000,224,Water 2,5
1382,142,Aerodactyl,Fossil Pokemon,2.1,79.0,Rock,Tough Claws,Powers up moves that make direct contact. ,87.5,12.5,70,X,Kalos,80,135,85,70,95,150,615,0,0,0,0,0,2,2,45,Slow,1250000,215,Flying,35
1383,208,Steelix,Iron Snake Pokemon,10.5,740.0,Steel,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50.0,50.0,70,Omega Ruby,Kalos,75,125,230,55,95,30,610,0,0,2,0,0,0,2,25,Medium Fast,1000000,214,Mineral,25
1384,212,Scizor,Pincer Pokemon,2.0,125.0,Bug,Technician,Powers up the Pokémon's weaker moves.,50.0,50.0,70,X,Kalos,70,150,140,65,100,75,600,0,2,0,0,0,0,2,25,Medium Fast,1000000,210,Bug,25
1385,144,Articuno,Cruel Pokemon,1.7,50.9,Psychic,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,0.0,0.0,35,Sword,Galar,90,85,85,125,100,95,580,0,0,0,3,0,0,3,3,Slow,1250000,290,Undiscovered,80
1386,145,Zapdos,Strong Legs Pokemon,1.6,58.2,Fighting,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,0.0,0.0,35,Sword,Galar,90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,Slow,1250000,290,Undiscovered,80
1387,146,Moltres,Malevolent Pokemon,2.0,66.0,Dark,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,0.0,0.0,35,Sword,Galar,90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,Slow,1250000,290,Undiscovered,80
1388,199,Slowking,Royal Pokemon,1.8,79.5,Poison,Curious Medicine,"When the Pokémon is brought into battle, any stat alterations of allies are removed.",50.0,50.0,50,Sword,Galar,95,65,80,110,110,30,490,0,0,0,0,2,0,2,70,Medium Fast,1000000,172,Monster,20
1389,222,Corsola,Coral Pokemon,0.6,0.5,Ghost,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,25.0,75.0,70,Sword,Galar,60,55,100,65,100,30,410,0,0,1,0,1,0,2,60,Fast,800000,144,Water 1,20
1390,864,Cursola,Coral Pokemon,1.0,0.4,Ghost,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,25.0,75.0,50,Sword,Galar,60,95,50,145,130,30,510,0,0,0,2,0,0,2,30,Fast,800000,179,Water 1,20
1391,386,Deoxys,DNA Pokemon,1.7,60.8,Psychic,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,0,Fire Red,Hoenn,50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,Slow,1250000,270,Undiscovered,120
1392,386,Deoxys,DNA Pokemon,1.7,60.8,Psychic,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,0,Leaf Green,Hoenn,50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,Slow,1250000,270,Undiscovered,120
1393,386,Deoxys,DNA Pokemon,1.7,60.8,Psychic,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,0,Emerald,Hoenn,50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,Slow,1250000,270,Undiscovered,120
1394,181,Ampharos,Light Pokemon,1.4,61.5,Electric,Mold Breaker,Moves can be used on the target regardless of its Abilities.,50.0,50.0,70,X,Kalos,90,95,105,165,110,45,610,0,0,0,3,0,0,3,45,Medium Slow,1059860,275,Monster,20
1395,214,Heracross,Abundance Pokemon,1.7,62.5,Bug,Skill Link,Maximizes the number of times multistrike moves hit.,50.0,50.0,70,X,Kalos,80,185,115,40,105,75,600,0,2,0,0,0,0,2,45,Slow,1250000,210,Bug,25
1396,229,Houndoom,Dark Pokemon,1.9,49.5,Dark,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",50.0,50.0,35,X,Kalos,75,90,90,140,90,115,600,0,0,0,2,0,0,2,45,Slow,1250000,210,Field,20
1397,248,Tyranitar,Armor Bird Pokemon,2.5,255.0,Rock,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,50.0,50.0,35,X,Kalos,100,164,150,95,120,71,700,0,3,0,0,0,0,3,45,Slow,1250000,315,Monster,40
1398,865,Sirfetchd,Wild Duck Pokemon,0.8,117.0,Fighting,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,50.0,50.0,50,Sword,Galar,62,135,95,68,82,65,507,0,2,0,0,0,0,2,45,Medium Fast,1000000,177,Flying,20
1399,381,Latios,Eon Pokemon,2.3,70.0,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",100.0,0.0,90,Omega Ruby,Kalos,80,130,100,160,120,110,700,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,120
1400,380,Latias,Eon Pokemon,1.8,52.0,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,100.0,90,Omega Ruby,Kalos,80,100,120,140,150,110,700,0,0,0,0,3,0,3,3,Slow,1250000,270,Undiscovered,120
1401,487,Giratina,Renegade Pokemon,6.9,650.0,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,0,Platinum,Sinnoh,150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,Slow,1250000,306,Undiscovered,120
1402,745,Lycanroc,Wolf Pokemon,1.1,25.0,Rock,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Sun,Alola,85,115,75,55,75,82,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,15
1403,745,Lycanroc,Wolf Pokemon,0.8,25.0,Rock,Tough Claws,Powers up moves that make direct contact. ,50.0,50.0,70,Ultra Sun,Alola,75,117,65,55,65,110,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,15
1404,800,Necrozma,Prism Pokemon,3.8,460.0,Psychic,Prism Armor,Reduces the power of supereffective attacks taken.,0.0,0.0,0,Ultra Sun,Alola,97,157,127,113,109,77,680,0,3,0,0,0,0,3,255,Slow,1250000,306,Undiscovered,120
1405,800,Necrozma,Prism Pokemon,4.2,350.0,Psychic,Prism Armor,Reduces the power of supereffective attacks taken.,0.0,0.0,0,Ultra Sun,Alola,97,113,109,157,127,77,680,0,0,0,3,0,0,3,255,Slow,1250000,306,Undiscovered,120
1406,800,Necrozma,Prism Pokemon,7.5,230.0,Psychic,Neuroforce,Powers up moves that are super effective.,0.0,0.0,0,Ultra Sun,Alola,97,167,97,167,97,129,754,0,1,0,1,0,1,3,255,Slow,1250000,339,Undiscovered,120
1407,492,Shaymin,Gratitude Pokemon,0.4,5.2,Grass,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,0.0,0.0,100,Platinum,Sinnoh,100,103,75,120,75,127,600,0,0,0,0,0,3,3,45,Medium Slow,1059860,270,Undiscovered,120
1408,479,Rotom,Plasma Pokemon,0.3,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,20
1409,479,Rotom,Plasma Pokemon,0.3,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,20
1410,479,Rotom,Plasma Pokemon,0.3,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,20
1411,479,Rotom,Plasma Pokemon,0.3,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,20
1412,874,Stonjourner,Big Rock Pokemon,2.5,520.0,Rock,Power Spot,Just being next to the Pokémon powers up moves.,50.0,50.0,50,Sword,Galar,100,125,135,20,20,70,470,0,0,2,0,0,0,2,60,Slow,1250000,165,Mineral,25
1413,479,Rotom,Plasma Pokemon,0.3,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,20
1414,550,Basculin,Hostile Pokemon,1.0,18.0,Water,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,70,Black,Unova,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,161,Water 2,40
1415,641,Tornadus,Cyclone Pokemon,1.5,63.0,Flying,Regenerator,Restores a little HP when withdrawn from battle.,100.0,0.0,90,Black 2,Unova,79,100,80,110,90,121,580,0,0,0,0,0,3,3,3,Slow,1250000,261,Undiscovered,120
1416,642,Thundurus,Bolt Strike Pokemon,3.0,61.0,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,100.0,0.0,90,Black 2,Unova,79,105,70,145,80,101,580,0,0,0,3,0,0,3,3,Slow,1250000,261,Undiscovered,120
1417,645,Landorus,Abundance Pokemon,1.3,68.0,Ground,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",100.0,0.0,90,Black 2,Unova,89,145,90,105,80,91,600,0,3,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,120
1418,880,Dracozolt,Fossil Pokemon,1.8,190.0,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,0.0,0.0,50,Sword,Galar,90,100,90,80,70,75,505,0,2,0,0,0,0,2,45,Slow,1250000,177,Undiscovered,35
1419,882,Dracovish,Fossil Pokemon,2.3,215.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,0.0,0.0,50,Sword,Galar,90,90,100,70,80,75,505,0,0,2,0,0,0,2,45,Slow,1250000,177,Undiscovered,35
1420,881,Arctozolt,Fossil Pokemon,2.3,150.0,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,0.0,0.0,50,Sword,Galar,90,100,90,90,80,55,505,0,2,0,0,0,0,2,45,Slow,1250000,177,Undiscovered,35
1421,646,Kyurem,Boundary Pokemon,3.6,325.0,Dragon,Turboblaze,Moves can be used on the target regardless of its Abilities.,0.0,0.0,0,Black 2,Unova,125,120,90,170,100,95,700,0,0,0,3,0,0,3,3,Slow,1250000,315,Undiscovered,120
1422,883,Arctovish,Fossil Pokemon,2.0,175.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,0.0,0.0,50,Sword,Galar,90,90,100,80,90,55,505,0,0,2,0,0,0,2,45,Slow,1250000,177,Undiscovered,35
1423,646,Kyurem,Boundary Pokemon,3.3,325.0,Dragon,Teravolt,Moves can be used on the target regardless of its Abilities.,0.0,0.0,0,Black 2,Unova,125,170,100,120,90,95,700,0,3,0,0,0,0,3,3,Slow,1250000,315,Undiscovered,120
1424,884,Duraludon,Alloy Pokemon,1.8,40.0,Steel,Light Metal,Halves the Pokémon's weight.,50.0,50.0,50,Sword,Galar,70,95,115,120,50,85,535,0,0,0,2,0,0,2,45,Medium Fast,1000000,187,Mineral,30
1425,871,Pincurchin,Sea Urchin Pokemon,0.3,1.0,Electric,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,50,Sword,Galar,48,101,95,91,85,15,435,0,2,0,0,0,0,2,75,Medium Fast,1000000,152,Water 1,20
1426,877,Morpeko,Two-Sided Pokemon,0.3,3.0,Electric,Hunger Switch,"The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",50.0,50.0,50,Sword,Galar,58,95,58,70,58,97,436,0,0,0,0,0,2,2,180,Medium Fast,1000000,153,Field,10
1427,658,Greninja,Ninja Pokemon,1.5,40.0,Water,Battle Bond,"Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.",87.5,12.5,70,Sun,Alola,72,145,67,153,71,132,640,0,0,0,0,0,3,3,45,Medium Slow,1059860,288,Water 1,20
1428,254,Sceptile,Forest Pokemon,1.9,55.2,Grass,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",87.5,12.5,70,Omega Ruby,Kalos,70,110,75,145,85,145,630,0,0,0,0,0,3,3,45,Medium Slow,1059860,284,Monster,20
1429,257,Blaziken,Blaze Pokemon,1.9,52.0,Fire,Speed Boost,Its Speed stat is boosted every turn.,87.5,12.5,70,X,Kalos,80,160,80,130,80,100,630,0,3,0,0,0,0,3,45,Medium Slow,1059860,284,Field,20
1430,260,Swampert,Mud Fish Pokemon,1.9,102.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Omega Ruby,Kalos,100,150,110,95,110,70,635,0,3,0,0,0,0,3,45,Medium Slow,1059860,286,Monster,20
1431,384,Rayquaza,Sky High Pokemon,10.8,392.0,Dragon,Delta Stream,The Pokémon changes the weather to eliminate all of the Flying type's weaknesses.,0.0,0.0,0,Omega Ruby,Kalos,105,180,100,180,100,115,780,0,2,0,1,0,0,3,45,Slow,1250000,351,Undiscovered,120
1432,382,Kyogre,Sea Basin Pokemon,9.8,430.0,Water,Primordial Sea,The Pokémon changes the weather to nullify Fire-type attacks.,0.0,0.0,0,Omega Ruby,Kalos,100,150,90,180,160,90,770,0,0,0,3,0,0,3,3,Slow,1250000,347,Undiscovered,120
1433,383,Groudon,Continent Pokemon,5.0,999.7,Ground,Desolate Land,The Pokémon changes the weather to nullify Water-type attacks.,0.0,0.0,0,Omega Ruby,Kalos,100,180,160,150,90,90,770,0,3,0,0,0,0,3,3,Slow,1250000,347,Undiscovered,120
1434,306,Aggron,Iron Armor Pokemon,2.2,395.0,Steel,Filter,Reduces the power of supereffective attacks taken.,50.0,50.0,35,X,Kalos,70,140,230,60,80,50,630,0,0,3,0,0,0,3,45,Slow,1250000,284,Monster,35
1435,282,Gardevoir,Embrace Pokemon,1.6,48.4,Psychic,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,50.0,50.0,35,X,Kalos,68,85,65,165,135,100,618,0,0,0,3,0,0,3,45,Slow,1250000,278,Amorphous,20
1436,475,Gallade,Blade Pokemon,1.6,56.4,Psychic,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",100.0,0.0,35,Omega Ruby,Kalos,68,165,95,65,115,110,618,0,3,0,0,0,0,3,45,Slow,1250000,278,Amorphous,20
1437,310,Manectric,Discharge Pokemon,1.8,44.0,Electric,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,X,Kalos,70,75,80,135,80,135,575,0,0,0,0,0,2,2,45,Slow,1250000,201,Field,20
1438,445,Garchomp,Mach Pokemon,1.9,95.0,Dragon,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50.0,50.0,70,X,Kalos,108,170,115,120,95,92,700,0,3,0,0,0,0,3,45,Slow,1250000,315,Monster,40
1439,810,Grookey,Chimp Pokemon,0.3,5.0,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,50,Sword,Galar,50,65,50,40,40,65,310,0,0,0,0,1,0,1,45,Medium Slow,1059860,62,Field,20
1440,811,Thwackey,Beat Pokemon,0.7,14.0,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,50,Sword,Galar,70,85,70,55,60,80,420,0,0,0,0,2,0,2,45,Medium Slow,1059860,147,Field,20
1441,812,Rillaboom,Drummer Pokemon,2.1,90.0,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,50,Sword,Galar,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,265,Field,20
1442,813,Scorbunny,Rabbit Pokemon,0.3,4.5,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,50,Sword,Galar,50,71,40,40,40,69,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,62,Field,20
1443,814,Raboot,Rabbit Pokemon,0.6,9.0,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,50,Sword,Galar,65,86,50,55,60,94,410,0,0,0,0,0,2,2,45,Medium Slow,1059860,147,Field,20
1444,815,Cinderace,Striker Pokemon,1.4,33.0,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,50,Sword,Galar,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,265,Field,20
